player_id,name,entity_kind,category_id,category_name,strategic_layer,type,subcategory,geography,reach,business_model,ownership_or_investors,ai_signal,ai_score,relevance,momentum,key_player,relationship,why_they_matter,description,recent_or_next_check,tags,source_status,source_needs,research_owner,requires_credentialed_data,is_signal_only,evidence_summary,source_ids,source_titles,source_urls,open_questions
tonebase,tonebase,Company / product,education,Education & pedagogy benchmarks,Learning model layer,High-skill music education platform,"Classical guitar, piano, voice, strings, winds, brass, and expert courses",Global / US,Specialist premium music education platform,Subscription courses and live learning,To verify,"Research expert feedback, practice planning, and premium pedagogy",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Represents premium, high-skill instruction and aspirational music education beyond casual beginner apps.",Online classical music lesson platform featuring award-winning musicians and teachers.,"Track instrument expansion, live workshops, and subscriber positioning.",classical | premium education | teachers,Public product/instrument sources linked; needs growth + retention data,Company source,Learning strategy,TRUE,FALSE,"tonebase evidence now includes broader official and instrument-specific sources for premium classical music education, expert instructors, and subscription positioning.",tonebase_official | tonebase_piano,tonebase | tonebase piano lessons,https://www.tonebase.co/ | https://www.tonebase.co/piano,Subscriber scale | Casual vs serious learner fit | Instrument expansion and live workshops
artistworks,ArtistWorks,Individual / creator,education,Education & pedagogy benchmarks,Learning model layer,Teacher-led online music school,"Online music schools, video exchange, and pro artist instruction",Global / US,Established online music education platform,Subscription lessons and personalized instruction,To verify,"Research personalized feedback, teacher workflows, and async instruction",2,3,2,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful benchmark for teacher feedback, asynchronous mentorship, and instrument-specific course schools.",Online music lesson platform with professional artists and personalized instruction.,"Track video exchange, schools, library partnerships, and pricing.",teachers | courses | feedback,Public product sources linked; needs traffic data,Similarweb | Company source,Learning strategy,TRUE,FALSE,"ArtistWorks evidence now includes official and library-channel evidence for self-paced video lessons, professional musician instruction, and personalized learning availability.",artistworks_official | artistworks_lapl,ArtistWorks | ArtistWorks via Los Angeles Public Library,https://artistworks.com/ | https://www.lapl.org/artist-works,Video-exchange model details | Library/channel adoption | Current category traction
spotify-artists,Spotify for Artists,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Artist analytics and promotion platform,"Artist profile, audience analytics, promotion, merch, and streaming context",Global,Major global music platform,Streaming ecosystem and artist tools,Spotify,"Artist authenticity, AI music policy, recommendations, and creator tools",4,4,5,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Important for how hobbyists understand music success, release goals, artist identity, and AI-authenticity debates.","Artist-facing platform for managing Spotify presence, audience insights, promotion, and artist business tools.","Track verified artist signals, AI music policy, Campaign Kit, and artist analytics.",streaming | artists | analytics,Needs music policy + creator tools monitoring,Audience source,Strategy / monitoring,FALSE,FALSE,"Official Spotify for Artists and Campaign Kit sources validate artist profile, analytics, promotion, merch, video, and streaming-career tooling.",spotify_artists | spotify_artists_app_store | spotify_artists_support | spotify_campaign_kit,Spotify for Artists | Spotify for Artists on App Store | Spotify for Artists support | Spotify Campaign Kit,https://artists.spotify.com/en/home | https://apps.apple.com/us/app/spotify-for-artists/id1222021797 | https://support.spotify.com/us/article/spotify-for-artists/ | https://artists.spotify.com/en/campaign-kit,AI artist verification policy | Signals for learner-to-artist aspiration | Which campaign tools change hobbyist release goals
tiktok-artists,TikTok for Artists,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music discovery and artist insights platform,"Music insights, fan engagement, promotion, and short-form discovery",Global,Massive short-form discovery platform,Platform ecosystem and artist tools,ByteDance,"Recommendation, trend detection, creator tools, and AI content policy",4,4,5,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"TikTok can shape song discovery, cultural momentum, and what learners want to play.",Artist insight platform tied to TikTok's music discovery and fan engagement surface.,"Track TikTok for Artists, song trends, creator learning spillover, and music promotion tools.",short-form | discovery | artists,Needs trend monitoring + music partnership source,Audience source | Company source,Strategy / monitoring,FALSE,FALSE,"Official TikTok for Artists product and support sources validate TikTok as a music-insights, artist-certification, and promotion surface.",tiktok_artists | tiktok_artists_launch,TikTok for Artists | TikTok artist certification help,https://artists.tiktok.com/ | https://artists.tiktok.com/help-center/artist-certification,Song trend spillover into what learners want to play | Data access and monitoring setup
patreon,Patreon,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Creator membership platform,"Musician memberships, direct fan monetization, digital shops, and community",Global / US,Large creator platform,Membership and digital commerce,Private,"Research creator monetization, fan community, and direct-to-fan learning/content businesses",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Relevant for creator-teachers, course communities, fan monetization, and alternatives to ad-driven platforms.","Creator platform where musicians and educators can monetize memberships, exclusive work, and community.","Track musician use cases, shops, memberships, and creator education models.",creator economy | membership | musicians,Needs musician category + creator economics source,Audience source | Company source,Strategy / monitoring,FALSE,TRUE,"Official Patreon for Musicians source validates musician memberships, direct fan monetization, shops, and community building.",patreon_musicians,Patreon for Musicians,https://www.patreon.com/creators/music,Creator-teacher prevalence | Relevance to Yousician partnerships or influencer strategy
musora,Musora,Company / product,learning,Learning apps & curricula,Core market,Multi-instrument lesson ecosystem,"Drumeo, Pianote, Guitareo, Singeo, community, and app-based lessons",Global / Canada,Large online music lesson ecosystem,"Subscription lessons, memberships, and community",Private,"Research practice feedback, lesson recommendation, and cross-instrument learning paths",2,4,4,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,Adds an important multi-instrument subscription benchmark beyond single-instrument apps.,"Umbrella music education platform spanning drums, piano, guitar, singing, lessons, and community.","Track app performance, instrument expansion, community mechanics, and lesson-library positioning.",multi-instrument | lessons | subscription,Needs app data + subscriber / traffic validation,Appfigures | Similarweb,Competitive intel,TRUE,FALSE,"Official Musora and App Store sources validate a multi-instrument lesson ecosystem across drums, piano, guitar, singing, community, and app-based subscription learning.",musora_official | musora_app_store,Musora official lesson ecosystem | Musora on App Store,https://www.musora.com/ | https://apps.apple.com/us/app/musora-the-music-lessons-app/id1460388277,"Subscriber/app scale by instrument | Overlap with Yousician guitar, piano, and beginner segments | Community and teacher-led retention mechanics"
fretello,Fretello,Company / product,learning,Learning apps & curricula,Core market,Guitar learning app,"Structured guitar lessons, personalized practice plans, and app-based feedback",Global / Europe,Specialist guitar app,Subscription learning app,Fretello GmbH,"Research personalization, adaptive plans, and feedback patterns",3,4,3,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Directly relevant for guitar onboarding, lesson pacing, personalization, and app-store positioning.",Mobile guitar learning app focused on structured plans and guided practice.,"Track rankings, pricing, Yamaha or hardware partnerships, and personalization claims.",guitar | app | personalized practice,Public product/app sources linked; needs Appfigures,Appfigures | Company source,Competitive intel,TRUE,FALSE,"Fretello evidence now combines official home/app pages plus App Store and Google Play sources for personalized guitar lessons, structured practice, and app positioning.",fretello_official | fretello_google_play | fretello_home,Fretello guitar learning app | Fretello on Google Play | Fretello official home,https://fretello.com/app/ | https://play.google.com/store/apps/details?hl=en_US&id=com.fretello.lead | https://www.fretello.com/,Current Appfigures performance | Ownership and partnership status | Differentiation vs Yousician
playground-sessions,Playground Sessions,Company / product,learning,Learning apps & curricula,Core market,Piano learning app,"Interactive piano lessons, songs, gamified progress, and app-led practice",Global / US,Established piano learning platform,Subscription and lifetime plans,To verify,"Research song-led feedback, lesson recommendation, and practice analytics",2,4,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds a piano-specific competitor benchmark for catalog, feedback, pricing, and motivation mechanics.","Piano learning platform built around interactive lessons, songs, and progress feedback.","Track app rankings, catalog positioning, celebrity/teacher marketing, and conversion offers.",piano | songs | interactive lessons,Needs Appfigures + traffic source,Appfigures | Similarweb | Company source,Competitive intel,TRUE,FALSE,"Official and Google Play sources validate Playground Sessions as an interactive piano learning product with song-led lessons, progress feedback, and subscription/lifetime pricing.",playground_sessions_official | playground_sessions_google_play,Playground Sessions piano learning app | Playground Sessions on Google Play,https://www.playgroundsessions.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.playgroundsessions,Current app performance | Pricing and conversion benchmarks | Catalog and teacher/celebrity marketing impact
tomplay,Tomplay,Company / product,practice,Song & practice ecosystems,Core habit layer,Interactive sheet music app,"Interactive sheet music, backing tracks, tempo control, and multi-instrument practice",Global / Europe,Large specialist sheet-music app,Subscription and sheet music access,To verify,"Research accompaniment, practice analytics, and score-to-practice workflows",2,4,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Captures a serious-practice segment between traditional sheet music, backing tracks, and guided learning.",Interactive sheet music platform with synchronized backing tracks and practice controls.,"Track instrument coverage, app rankings, catalog depth, and school/teacher use.",sheet music | practice | backing tracks,Needs app data + catalog / rights validation,Appfigures | Legal/news,Practice & content,TRUE,FALSE,Official and Google Play sources validate Tomplay as an interactive sheet-music and backing-track practice app with multi-instrument repertoire.,tomplay_official | tomplay_google_play,Tomplay interactive sheet music | Tomplay on Google Play,https://tomplay.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.tombooks.tomplay,Catalog depth and licensing model | Teacher/school adoption | App performance and paid conversion
chord-ai,Chord ai,Company / product,practice,Song & practice ecosystems,Core habit layer,AI chord recognition app,"AI chord detection, beat tracking, song analysis, and play-any-song workflow",Global,Visible AI practice utility,Freemium and subscription app,Nomad AI,Core AI chord recognition and song parsing,5,4,4,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,Important because it moves AI directly into the song-to-practice moment that GuitarTuna/Yousician users care about.,Mobile app that detects chords and song structure from audio to support self-guided playing.,"Track app rankings, chord-detection quality, offline use, and monetization.",AI | chords | practice utility,Public product/company/app sources linked; needs Appfigures + accuracy validation,Appfigures | Company source,Practice & content,TRUE,FALSE,"Chord ai evidence now combines App Store, Google Play, Nomad AI, and official product sources validating AI chord/beat recognition, song analysis, app availability, and practice utility fit.",chord_ai_app_store | chord_ai_google_play | chord_ai_nomad | chord_ai_site,Chord ai on App Store | Chord ai on Google Play | Chord AI by Nomad AI | Chord ai official site,https://apps.apple.com/us/app/chord-ai-play-any-song/id1446177109 | https://play.google.com/store/apps/details?hl=en_US&id=com.chordai | https://www.nomadai.org/chord-ai | https://chordai.net/,Accuracy and retention | Revenue and ranking trend | Overlap with GuitarTuna chord/tuner workflows
musicca,Musicca,Company / product,education,Education & pedagogy benchmarks,Learning model layer,Free music theory and practice site,"Music theory, exercises, tools, piano keyboard, and beginner references",Global,Large free web learning surface,Free learning tools,To verify,"Research lightweight tutoring, exercises, and web-based learning tools",1,3,2,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful benchmark for free utility, SEO discovery, theory learning, and low-friction education.","Free music theory, exercise, and music-tool website used for self-guided learning.","Track traffic, SEO reach, tool breadth, and learner pathways from theory to playing.",theory | free learning | web tools,Public product/exercise sources linked; needs traffic + audience validation,Similarweb | Company source,Learning strategy,TRUE,FALSE,"Musicca evidence now includes official product and exercise sources validating free theory, ear-training, notes, chords, scales, rhythm, and web-based learning tools.",musicca_official | musicca_exercises,Musicca music theory and tools | Musicca exercises,https://www.musicca.com/ | https://www.musicca.com/exercises,Traffic and SEO scale | Conversion from theory tools to instrument practice | Fit as benchmark or partner surface
abrsm,ABRSM,Company / product,education,Education & pedagogy benchmarks,Learning model layer,Music exam and assessment authority,"Music exams, graded assessments, practice tools, and curriculum credibility",Global / UK,Global music examination board,"Exams, books, apps, and learning resources",Charity / exam board,"Research assessment, practice support, and digital exam preparation",2,4,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Important for credibility, curriculum mapping, parent/teacher trust, and serious learner progression.",Major international music exam board shaping formal learning goals and progression standards.,"Track digital practice tools, exam pathways, teacher adoption, and curriculum changes.",exams | assessment | curriculum,Needs regional uptake and digital tool validation,Manual research,Learning strategy,FALSE,FALSE,"Official ABRSM sources validate music exams, graded assessment, curriculum authority, apps, and practice tools.",abrsm_official | abrsm_apps,ABRSM official site | ABRSM apps and practice tools,https://www.abrsm.org/ | https://www.abrsm.org/en-gb/for-learners/apps-and-practice-tools,Regional relevance for Yousician priority markets | Digital tool adoption | Teacher and parent influence on learning choices
rcm,Royal Conservatory of Music,Company / product,education,Education & pedagogy benchmarks,Learning model layer,Music curriculum and digital learning ecosystem,"Curriculum, certificates, exams, digital learning, and teacher-supported progression",Canada / North America,Large formal music education brand,"Exams, curriculum, publishing, and digital learning",Nonprofit institution,"Research digital curriculum, assessment, and teacher-supported practice",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds North American formal-learning context and a trust benchmark for parents, teachers, and serious learners.","Formal music education institution with curriculum, assessments, and digital-learning resources.","Track digital-learning products, certification pathways, and teacher ecosystem changes.",curriculum | exams | teachers,Public learning/digital sources linked; needs teacher-channel validation,Company source,Learning strategy,FALSE,FALSE,"Royal Conservatory evidence now includes official learning and digital-learning sources validating curriculum, exams, certificates, and teacher-supported progression.",rcm_digital_learning | rcm_learning,Royal Conservatory digital learning | Royal Conservatory learning,https://www.rcmusic.com/learning/digital-learning | https://www.rcmusic.com/learning,Digital product traction | North American teacher/student adoption | Potential curriculum-alignment relevance
school-of-rock,School of Rock,Institution,education,Education & pedagogy benchmarks,Learning model layer,Offline music lesson franchise,"In-person lessons, performance-based learning, camps, and local music schools",Global / US,Large franchise learning network,"Local schools, lessons, camps, and performance programs",Private,"Research hybrid lesson tooling, local teacher workflows, and digital practice support",1,4,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Represents the offline competitor/partner world that still owns trust, accountability, and parent decisions.","Performance-based music school franchise combining lessons, local community, and stage goals.","Track franchise expansion, hybrid learning tools, camps, and local partnership potential.",offline lessons | schools | performance,Public app sources linked; needs location count + manual site check,Appfigures | Company source,Learning strategy,FALSE,FALSE,"School of Rock evidence now uses Method app store sources to validate tailored song assignments, weekly private lessons, and performance-based learning, without relying only on the access-restricted lesson page.",school_of_rock_lessons | school_of_rock_google_play | school_of_rock_app_store,School of Rock music lessons | School of Rock Method on Google Play | School of Rock Method on App Store,https://www.schoolofrock.com/music-lessons | https://play.google.com/store/apps/details?hl=en_US&id=com.schoolofrock.mobile | https://apps.apple.com/us/app/school-of-rock-method/id1462043424,Current school/location count | Student reach and demographics | Hybrid/digital learning tool relevance
flat-io,Flat for Education,Company / product,education,Education & pedagogy benchmarks,Learning model layer,Collaborative notation platform,"Classroom notation, assignments, composition, and collaborative music education",Global,Teacher and school-facing platform,Education SaaS and freemium notation,To verify,"Research classroom workflows, composition assistance, and teacher tooling",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Shows where music education moves into collaborative SaaS, assignments, and teacher-managed practice.",Cloud notation and classroom platform for music teachers and students.,"Track education product changes, integrations, and AI/composition features.",notation | classroom | teachers,Public product/education sources linked; needs school penetration data,Company source,Learning strategy,FALSE,FALSE,"Flat evidence now includes official product and education sources validating cloud notation, collaboration, composition, assignments, and teacher workflows.",flat_io_education | flat_io_official,Flat for Education | Flat official notation product,https://flat.io/edu | https://flat.io/,School penetration | AI/composition roadmap | Overlap with notation/practice platforms
noteflight,Noteflight,Company / product,education,Education & pedagogy benchmarks,Learning model layer,Online notation and education platform,"Online notation, composition, classroom tools, and teaching resources",Global / US,Established notation education platform,"Freemium, premium, and education plans",To verify,Research composition assistance and teacher workflow opportunities,2,3,2,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,Adds another education-facing notation benchmark between individual practice and formal classroom learning.,"Online notation platform used by students, teachers, composers, and classrooms.","Track education feature set, school plans, and integration ecosystem.",notation | education | composition,Needs traffic and ownership source,Similarweb | Crunchbase | Company source,Learning strategy,TRUE,FALSE,"Noteflight evidence now includes official product and Learn sources validating online notation, composition, classroom use, and education plans.",noteflight_learn | noteflight_official,Noteflight Learn | Noteflight official product,https://www.noteflight.com/learn | https://www.noteflight.com/,Ownership and traffic | Classroom adoption scale | AI composition or teacher workflow roadmap
donner,Donner,Company / product,hardware,Hardware & retail channels,Acquisition layer,Accessible instrument and connected gear brand,"Affordable guitars, keyboards, drums, apps, beginner bundles, and creator gear",Global / China-US,Visible affordable gear brand,DTC/ecommerce hardware and app ecosystem,Private,"Research connected hardware, app-led learning, and beginner bundle flows",2,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Important for beginner affordability, gear bundles, and app-connected entry points into playing.",Affordable instrument and music-gear brand with a broad ecommerce and app surface.,"Track beginner bundles, app usage, Amazon/ecommerce motion, and learning partnerships.",affordable gear | beginner | hardware,Public retail/app sources linked; needs sales + geography data,Appfigures | Company source,Partnerships,FALSE,FALSE,"Official Donner store and Google Play sources validate affordable gear, broad instrument catalog, and an app-connected hardware surface.",donner_official | donner_google_play,Donner Music official store | Donner Music on Google Play,https://us.donnermusic.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.donnermusic,Sales scale and geography split | App usage and connected gear adoption | Beginner bundle partnerships
gear4music,Gear4music,Channel / hardware,hardware,Hardware & retail channels,Acquisition layer,European music retail channel,"Instrument ecommerce, education supplies, own-brand gear, and beginner purchases",Europe / UK,Large European music retailer,"Ecommerce, own-brand gear, and education supply",Public company,"Research recommendations, beginner bundles, and education-channel data",1,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds another European channel beyond Thomann for gear access, education supply, and bundle opportunities.",European music gear retailer with education supplies and broad instrument ecommerce.,"Track education supplies, beginner bundles, owned brands, and marketplace/category data.",retail | Europe | education supplies,Needs traffic + education-channel validation,Similarweb,Partnerships,TRUE,FALSE,"Official Gear4music education source validates European retail channel relevance, education supplies, instruments, and beginner/classroom purchasing surface.",gear4music_education,Gear4music music education supplies,https://www.gear4music.com/us/en/music-education-supplies,Traffic and category share | Education-channel sales data | Bundle/referral opportunity
audacity,Audacity,Company / product,creation,Creation & production tools,Hobby expansion,Free audio editor and recording tool,"Recording, editing, plugins, open-source audio workflow, and Muse Group ecosystem",Global,Large open-source audio tool,Free/open source with ecosystem support,Muse Group,"Research AI-assisted editing, transcription, and creator workflow extensions",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,A low-friction bridge from learning or practice into recording and basic music creation.,"Widely used free audio editor for recording, editing, and basic production workflows.","Track Muse Group roadmap, plugin ecosystem, and AI/audio editing features.",audio editor | free | recording,Needs usage scale + roadmap source,Company source,Creator ecosystem,FALSE,FALSE,"Official Audacity source validates a free, accessible recording/editing workflow that can bridge learning and hobbyist creation.",audacity_official | muse_group,Audacity official site | Muse Group ecosystem,https://www.audacityteam.org/ | https://www.mu.se/,Current Muse Group roadmap | AI editing/transcription direction | Hobbyist learner overlap
soundation,Soundation,Company / product,creation,Creation & production tools,Hobby expansion,Browser-based music studio,"Online DAW, loops, collaboration, and beginner-friendly production workflow",Global / Sweden,Specialist web creation platform,Freemium and subscription,To verify,"Research browser creation, templates, and AI-assisted production",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds another low-friction creation path after learning, especially for casual browser-first users.","Web-based music studio for creating, collaborating, and producing music in the browser.","Track collaboration features, templates, education use, and AI-assisted production tools.",browser DAW | creation | collaboration,Public product source linked; needs app/traffic + education validation,Appfigures | Similarweb | Company source,Creator ecosystem,TRUE,FALSE,"Official Soundation source validates browser-based music creation, loops, collaboration, and online production workflow.",soundation_official,Soundation browser studio,https://soundation.com/,Education use and traffic | AI-assisted creation roadmap | Overlap with beginner production pathways
beatstars,BeatStars,Company / product,creation,Creation & production tools,Hobby expansion,Beat marketplace and creator business platform,"Beat selling, producer storefronts, licensing, promotion, and creator monetization",Global / US,Large producer marketplace,"Marketplace, subscriptions, and creator tools",Private,Research AI beat/content policy and creator monetization shifts,2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Shows where hobbyist creation can turn into commerce, identity, and monetization.",Marketplace and tooling platform for producers to sell beats and manage their creator business.,"Track producer tools, licensing policies, and AI-generated-content positioning.",beat marketplace | creators | monetization,Needs traffic + marketplace scale validation,Similarweb | Audience source,Creator ecosystem,TRUE,FALSE,"Official BeatStars sources validate producer storefronts, beat marketplace, licensing, and creator-business monetization workflows.",beatstars_official | beatstars_creators,BeatStars official marketplace | BeatStars for creators,https://www.beatstars.com/ | https://www.beatstars.com/creators,Marketplace scale | AI-generated beat policy | Relevance to learning-to-creator journey
flow-music,Flow Music,Company / product,ai,AI music & audio technology,Disruption layer,AI music generation app,"Riffusion-origin text-to-music generation, song creation, and mobile-first AI music",Global / US,Emerging AI music app,AI generation app,To verify,Core AI music generation,5,4,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Important as a newer consumer-facing AI music signal alongside Suno, Udio, and ElevenLabs Music.",AI music-generation product currently receiving Riffusion traffic and positioning.,"Track Riffusion/Flow positioning, app adoption, licensing posture, and model quality.",AI | music generation | emerging,"Needs funding, usage, rights, and rebrand validation",Appfigures | Crunchbase | Legal/news,AI strategy,FALSE,FALSE,Official Flow Music and Riffusion redirect sources validate the current AI music-generation app destination and preserve the Riffusion-origin signal.,flow_music_official | riffusion_redirect,Flow Music official site | Riffusion official redirect,https://www.flowmusic.app/ | https://www.riffusion.com/,Riffusion/Flow ownership and rebrand details | User adoption and rights posture | Competitive positioning vs Suno and Udio
ripx-daw,RipX DAW,Company / product,ai,AI music & audio technology,Disruption layer,AI audio editing and stem tool,"Stem separation, audio editing, remixing, note-level manipulation, and practice material creation",Global / UK,Specialist AI audio tool,Paid desktop software,Hit'n'Mix,Core AI separation and note-level audio manipulation,5,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Relevant to practice, transcription, remixing, and generating learning materials from existing songs.","AI audio platform for separating, editing, remixing, and manipulating audio at stem/note level.","Track separation quality, education use cases, and musician workflow adoption.",AI | stem separation | audio editing,Needs user scale and musician workflow validation,Manual research,AI strategy,FALSE,FALSE,"Official RipX source validates AI stem separation, audio editing, remixing, and note-level manipulation for musician workflows.",ripx_official,RipX DAW by HitnMix,https://hitnmix.com/ripx-daw/,User scale and education use | Accuracy and workflow differentiation | Practice/backing-track relevance
klangio,Klangio,Company / product,ai,AI music & audio technology,Disruption layer,AI music transcription platform,"Audio-to-score transcription, piano/guitar/drums tools, and practice material conversion",Global / Germany,Specialist AI transcription platform,Freemium and paid transcription tools,To verify,Core AI transcription,5,4,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Directly relevant to song-to-practice workflows, teacher prep, and the gap between listening and learning.","AI transcription platform turning recordings into sheet music, tabs, MIDI, and practice material.","Track instrument coverage, accuracy claims, integrations, and teacher workflows.",AI | transcription | sheet music,Public product source linked; needs app usage + accuracy validation,Appfigures | Company source,AI strategy,FALSE,FALSE,"Official Klangio source validates AI audio-to-score transcription across instruments, MIDI/tabs, and practice-material conversion.",klangio_official,Klangio AI music transcription,https://klang.io/,Accuracy by instrument | Teacher and transcriber adoption | Overlap with song-to-practice workflows
music-ally,Music Ally,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music industry intelligence source,"Music business news, reports, startups, DSPs, rights, marketing, and AI policy",Global / UK,Specialist music business publication,"News, analysis, training, and research",Private,"Monitor AI music rights, platform policy, artist tools, and market shifts",4,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,A stronger music-specific monitoring source than general tech media for Yousician's environment.,"Music industry intelligence and analysis source for business, rights, platform, and AI developments.","Use for weekly scans on AI music, creator tools, rights, DSPs, and market moves.",music business | news | AI policy,Needs monitoring feed setup,Audience source | Legal/news | Company source,Strategy / monitoring,FALSE,TRUE,"Official Music Ally source validates music-industry intelligence coverage for rights, DSPs, marketing, AI policy, and platform developments.",music_ally_official,Music Ally industry intelligence,https://musically.com/,Monitoring setup and subscription access | Weekly scan ownership | Which topics should feed the board export
midia-research,MIDiA Research,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music and creator economy research source,"Music industry reports, creator economy, fandom, streaming, and market forecasts",Global / UK,Specialist analyst firm,Research subscriptions and reports,Private,"Monitor AI, creator economy, music fandom, and consumer behavior research",4,4,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,Useful for board-level market framing and quantified trend context beyond company webpages.,"Analyst firm covering music, media, entertainment, creator economy, and audience behavior.","Track reports on music participation, creator tools, AI, subscriptions, and youth behavior.",market research | music industry | creator economy,Needs report access / subscription validation,Audience source | Company source,Strategy / monitoring,TRUE,TRUE,Official MIDiA source validates music-industry and creator-economy research coverage for market framing and board-level trend context.,midia_music_reports,MIDiA music industry reports,https://www.midiaresearch.com/reports/category/music-industry,Report access and licensing | Most relevant music participation reports | Cadence for updating market assumptions
namm,NAMM,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music products industry signal,"Music product trade show, industry members, product launches, retail, and education signals",Global / US,Major music products trade association,"Trade association, events, research, and industry programs",Nonprofit association,"Monitor product launches, connected gear, retail education, and music-making advocacy",2,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"A central signal source for hardware, retail, education, and connected music product trends.","Music products industry association and event ecosystem spanning instruments, retail, brands, and education.","Track NAMM Show launches, retail education signals, partner lists, and connected gear trends.",industry event | hardware | retail,Needs event/news monitoring setup,Company source,Strategy / monitoring,FALSE,TRUE,"Official NAMM source validates music-products industry relevance across hardware, retail, education, events, and product-launch monitoring.",namm_official,NAMM official site,https://www.namm.org/,Which NAMM announcements matter to Yousician | Partner shortlist from member/event ecosystem | Education and connected-gear signals
luminate,Luminate,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music market data source,"Music consumption, charts, audience behavior, entertainment data, and market reporting",Global / US,Major entertainment data provider,Data products and market intelligence,Private,Monitor music consumption shifts and audience trend data,2,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,Adds quantitative market-signal potential for what music people consume and may want to learn.,"Entertainment and music data provider used for consumption, chart, and audience intelligence.","Track annual music reports, genre growth, catalog/new music balance, and audience trend changes.",market data | music consumption | charts,Needs data access / report permission,Company source,Strategy / monitoring,TRUE,TRUE,"Official Luminate source validates music-consumption and entertainment-data signal potential for charts, audience behavior, and market reporting.",luminate_music,Luminate entertainment data,https://luminatedata.com/,Data/report access | Song and genre trend relevance for learning demand | How to connect to strategic monitoring
chartmetric,Chartmetric,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music analytics and trend intelligence,"Artist analytics, playlists, social growth, streaming data, and music trend monitoring",Global / US,Specialist music analytics platform,SaaS analytics and data products,Private,"Monitor trend detection, social music discovery, and artist growth signals",3,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful for understanding what songs, artists, and communities may influence learner demand.","Music analytics platform for artist, playlist, streaming, social, and market-trend monitoring.","Track song/artist trend data, genre shifts, TikTok spillover, and playlist movement.",analytics | trends | artist data,Needs account/API access,Manual research,Strategy / monitoring,TRUE,TRUE,"Official Chartmetric source validates artist, playlist, social, streaming, and trend intelligence relevant to learner song demand.",chartmetric_official,Chartmetric music analytics,https://chartmetric.com/,API/account access | TikTok-to-learning demand signal design | Artist/song trend monitoring cadence
