player_id,player,entity_kind,brief_category,dashboard_category,strategic_layer,type,subcategory,geography,estimated_size_reach,business_model,ownership_investors,ai_or_recent_initiatives,relevance_score,momentum_score,ai_score,key_player,what_they_are,why_they_matter,evidence_status,source_confidence,requires_credentialed_data,relationship_status,source_ids,source_urls,open_questions,last_checked_date,owner_placeholder
flat-io,Flat for Education,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Collaborative notation platform,"Classroom notation, assignments, composition, and collaborative music education",Global,Teacher and school-facing platform,Education SaaS and freemium notation,To verify,"Research classroom workflows, composition assistance, and teacher tooling",3,3,2,FALSE,Cloud notation and classroom platform for music teachers and students.,"Shows where music education moves into collaborative SaaS, assignments, and teacher-managed practice.",Public product/education sources linked; needs school penetration data,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,flat_io_education | flat_io_official,https://flat.io/edu | https://flat.io/,School penetration | AI/composition roadmap | Overlap with notation/practice platforms,2026-06-11,Yousician owner TBD
noteflight,Noteflight,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Online notation and education platform,"Online notation, composition, classroom tools, and teaching resources",Global / US,Established notation education platform,"Freemium, premium, and education plans",To verify,Research composition assistance and teacher workflow opportunities,3,2,2,FALSE,"Online notation platform used by students, teachers, composers, and classrooms.",Adds another education-facing notation benchmark between individual practice and formal classroom learning.,Needs traffic and ownership source,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,noteflight_learn | noteflight_official,https://www.noteflight.com/learn | https://www.noteflight.com/,Ownership and traffic | Classroom adoption scale | AI composition or teacher workflow roadmap,2026-06-11,Yousician owner TBD
donner,Donner,Company / product,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Accessible instrument and connected gear brand,"Affordable guitars, keyboards, drums, apps, beginner bundles, and creator gear",Global / China-US,Visible affordable gear brand,DTC/ecommerce hardware and app ecosystem,Private,"Research connected hardware, app-led learning, and beginner bundle flows",3,4,2,FALSE,Affordable instrument and music-gear brand with a broad ecommerce and app surface.,"Important for beginner affordability, gear bundles, and app-connected entry points into playing.",Public retail/app sources linked; needs sales + geography data,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,donner_official | donner_google_play,https://us.donnermusic.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.donnermusic,Sales scale and geography split | App usage and connected gear adoption | Beginner bundle partnerships,2026-06-11,Yousician owner TBD
gear4music,Gear4music,Channel / hardware,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,European music retail channel,"Instrument ecommerce, education supplies, own-brand gear, and beginner purchases",Europe / UK,Large European music retailer,"Ecommerce, own-brand gear, and education supply",Public company,"Research recommendations, beginner bundles, and education-channel data",3,3,1,FALSE,European music gear retailer with education supplies and broad instrument ecommerce.,"Adds another European channel beyond Thomann for gear access, education supply, and bundle opportunities.",Needs traffic + education-channel validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,gear4music_education,https://www.gear4music.com/us/en/music-education-supplies,Traffic and category share | Education-channel sales data | Bundle/referral opportunity,2026-06-11,Yousician owner TBD
audacity,Audacity,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Free audio editor and recording tool,"Recording, editing, plugins, open-source audio workflow, and Muse Group ecosystem",Global,Large open-source audio tool,Free/open source with ecosystem support,Muse Group,"Research AI-assisted editing, transcription, and creator workflow extensions",3,3,2,FALSE,"Widely used free audio editor for recording, editing, and basic production workflows.",A low-friction bridge from learning or practice into recording and basic music creation.,Needs usage scale + roadmap source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,audacity_official | muse_group,https://www.audacityteam.org/ | https://www.mu.se/,Current Muse Group roadmap | AI editing/transcription direction | Hobbyist learner overlap,2026-06-11,Yousician owner TBD
soundation,Soundation,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Browser-based music studio,"Online DAW, loops, collaboration, and beginner-friendly production workflow",Global / Sweden,Specialist web creation platform,Freemium and subscription,To verify,"Research browser creation, templates, and AI-assisted production",3,3,2,FALSE,"Web-based music studio for creating, collaborating, and producing music in the browser.","Adds another low-friction creation path after learning, especially for casual browser-first users.",Public product source linked; needs app/traffic + education validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,soundation_official,https://soundation.com/,Education use and traffic | AI-assisted creation roadmap | Overlap with beginner production pathways,2026-06-11,Yousician owner TBD
beatstars,BeatStars,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Beat marketplace and creator business platform,"Beat selling, producer storefronts, licensing, promotion, and creator monetization",Global / US,Large producer marketplace,"Marketplace, subscriptions, and creator tools",Private,Research AI beat/content policy and creator monetization shifts,3,3,2,FALSE,Marketplace and tooling platform for producers to sell beats and manage their creator business.,"Shows where hobbyist creation can turn into commerce, identity, and monetization.",Needs traffic + marketplace scale validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,beatstars_official | beatstars_creators,https://www.beatstars.com/ | https://www.beatstars.com/creators,Marketplace scale | AI-generated beat policy | Relevance to learning-to-creator journey,2026-06-11,Yousician owner TBD
flow-music,Flow Music,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI music generation app,"Riffusion-origin text-to-music generation, song creation, and mobile-first AI music",Global / US,Emerging AI music app,AI generation app,To verify,Core AI music generation,4,4,5,FALSE,AI music-generation product currently receiving Riffusion traffic and positioning.,"Important as a newer consumer-facing AI music signal alongside Suno, Udio, and ElevenLabs Music.","Needs funding, usage, rights, and rebrand validation",Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,flow_music_official | riffusion_redirect,https://www.flowmusic.app/ | https://www.riffusion.com/,Riffusion/Flow ownership and rebrand details | User adoption and rights posture | Competitive positioning vs Suno and Udio,2026-06-11,Yousician owner TBD
ripx-daw,RipX DAW,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI audio editing and stem tool,"Stem separation, audio editing, remixing, note-level manipulation, and practice material creation",Global / UK,Specialist AI audio tool,Paid desktop software,Hit'n'Mix,Core AI separation and note-level audio manipulation,3,3,5,FALSE,"AI audio platform for separating, editing, remixing, and manipulating audio at stem/note level.","Relevant to practice, transcription, remixing, and generating learning materials from existing songs.",Needs user scale and musician workflow validation,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,ripx_official,https://hitnmix.com/ripx-daw/,User scale and education use | Accuracy and workflow differentiation | Practice/backing-track relevance,2026-06-11,Yousician owner TBD
klangio,Klangio,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI music transcription platform,"Audio-to-score transcription, piano/guitar/drums tools, and practice material conversion",Global / Germany,Specialist AI transcription platform,Freemium and paid transcription tools,To verify,Core AI transcription,4,4,5,FALSE,"AI transcription platform turning recordings into sheet music, tabs, MIDI, and practice material.","Directly relevant to song-to-practice workflows, teacher prep, and the gap between listening and learning.",Public product source linked; needs app usage + accuracy validation,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,klangio_official,https://klang.io/,Accuracy by instrument | Teacher and transcriber adoption | Overlap with song-to-practice workflows,2026-06-11,Yousician owner TBD
music-ally,Music Ally,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music industry intelligence source,"Music business news, reports, startups, DSPs, rights, marketing, and AI policy",Global / UK,Specialist music business publication,"News, analysis, training, and research",Private,"Monitor AI music rights, platform policy, artist tools, and market shifts",3,4,4,FALSE,"Music industry intelligence and analysis source for business, rights, platform, and AI developments.",A stronger music-specific monitoring source than general tech media for Yousician's environment.,Needs monitoring feed setup,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,music_ally_official,https://musically.com/,Monitoring setup and subscription access | Weekly scan ownership | Which topics should feed the board export,2026-06-11,Yousician owner TBD
midia-research,MIDiA Research,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music and creator economy research source,"Music industry reports, creator economy, fandom, streaming, and market forecasts",Global / UK,Specialist analyst firm,Research subscriptions and reports,Private,"Monitor AI, creator economy, music fandom, and consumer behavior research",4,4,4,FALSE,"Analyst firm covering music, media, entertainment, creator economy, and audience behavior.",Useful for board-level market framing and quantified trend context beyond company webpages.,Needs report access / subscription validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,midia_music_reports,https://www.midiaresearch.com/reports/category/music-industry,Report access and licensing | Most relevant music participation reports | Cadence for updating market assumptions,2026-06-11,Yousician owner TBD
namm,NAMM,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music products industry signal,"Music product trade show, industry members, product launches, retail, and education signals",Global / US,Major music products trade association,"Trade association, events, research, and industry programs",Nonprofit association,"Monitor product launches, connected gear, retail education, and music-making advocacy",3,4,2,FALSE,"Music products industry association and event ecosystem spanning instruments, retail, brands, and education.","A central signal source for hardware, retail, education, and connected music product trends.",Needs event/news monitoring setup,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,namm_official,https://www.namm.org/,Which NAMM announcements matter to Yousician | Partner shortlist from member/event ecosystem | Education and connected-gear signals,2026-06-11,Yousician owner TBD
luminate,Luminate,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music market data source,"Music consumption, charts, audience behavior, entertainment data, and market reporting",Global / US,Major entertainment data provider,Data products and market intelligence,Private,Monitor music consumption shifts and audience trend data,3,4,2,FALSE,"Entertainment and music data provider used for consumption, chart, and audience intelligence.",Adds quantitative market-signal potential for what music people consume and may want to learn.,Needs data access / report permission,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,luminate_music,https://luminatedata.com/,Data/report access | Song and genre trend relevance for learning demand | How to connect to strategic monitoring,2026-06-11,Yousician owner TBD
chartmetric,Chartmetric,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music analytics and trend intelligence,"Artist analytics, playlists, social growth, streaming data, and music trend monitoring",Global / US,Specialist music analytics platform,SaaS analytics and data products,Private,"Monitor trend detection, social music discovery, and artist growth signals",3,4,3,FALSE,"Music analytics platform for artist, playlist, streaming, social, and market-trend monitoring.","Useful for understanding what songs, artists, and communities may influence learner demand.",Needs account/API access,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,chartmetric_official,https://chartmetric.com/,API/account access | TikTok-to-learning demand signal design | Artist/song trend monitoring cadence,2026-06-11,Yousician owner TBD
a16z-consumer,a16z Consumer,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Consumer and AI investor signal,"Consumer apps, AI-native products, creator tools, and education-market thesis",Global / US,Major venture firm,Venture capital and thesis publishing,Andreessen Horowitz,"Monitor consumer AI, AI education, and generative music investment theses",3,4,4,FALSE,Consumer investing team whose AI and consumer theses can indicate where capital expects user behavior to move.,"Useful for understanding investor appetite around AI-native consumer products, education behavior, and creator tools.",Public investor thesis source linked; needs deal monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,a16z_consumer,https://a16z.com/consumer/,"Relevant consumer AI portfolio moves | Music, creator, or education thesis mentions | Deal-monitoring cadence and owner",2026-06-11,Yousician owner TBD
general-catalyst,General Catalyst,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Growth investor signal,"Applied AI, consumer technology, education, and transformation investing",Global / US,Major global investment firm,Venture and growth investment,Private partnership,"Monitor applied AI, education, consumer, and transformation theses",3,4,4,FALSE,"Global investment firm relevant as a capital signal for AI-enabled services, consumer apps, and education infrastructure.","Helps frame where larger growth capital may move around consumer learning, subscriptions, AI tooling, and platform shifts.",Public company source linked; needs portfolio watchlist,Medium,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,general_catalyst_home,https://www.generalcatalyst.com/,"Relevant AI, education, or consumer portfolio companies | Any thesis overlap with music learning or creator workflows | Watchlist owner and update cadence",2026-06-11,Yousician owner TBD
eic-accelerator,EIC Accelerator,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Public funding signal,"EU startup and SME funding for high-risk, game-changing innovation",Europe,EU-wide startup funding programme,Grant and equity funding,European Innovation Council,"Relevant for disruptive AI, deep-tech, creative-tech, and learning-product funding routes",3,4,3,FALSE,"Horizon Europe funding programme supporting startups and SMEs with game-changing products, services, or business models.","Adds a concrete public-funding route beyond cultural grants for ambitious AI, learning, or creative-technology initiatives.",Public funding source linked; needs eligibility review,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,eic_accelerator,https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en,Eligibility for Yousician-owned initiatives | Best-fit challenge themes and cut-off dates | Grant vs equity suitability,2026-06-11,Yousician owner TBD
horizon-europe-cluster-2,Horizon Europe Cluster 2,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Public funding signal,"Culture, creativity, inclusive society, and research funding",Europe,EU research and innovation programme,Research and innovation grants,European Commission,"Relevant where music learning intersects culture, creativity, education, and social impact research",3,3,2,FALSE,"Horizon Europe cluster covering culture, creativity, inclusive society, and related research programmes.","Useful for partnership-funded strategic projects around music participation, creative learning, and cultural impact.",Public funding source linked; needs work-programme scan,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,horizon_europe_cluster2,https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe/cluster-2-culture-creativity-and-inclusive-society_en,"Relevant 2026-27 work-programme calls | Potential consortium partners | Fit for music participation, learning impact, or cultural inclusion",2026-06-11,Yousician owner TBD
eit-culture-creativity,EIT Culture & Creativity,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Creative-sector innovation signal,"Creative industries, startup acceleration, skills, and cultural innovation",Europe,European cultural and creative-sector network,EU-supported innovation partnership,European Institute of Innovation and Technology,"Relevant for creative-technology, skills, and cultural innovation acceleration",3,3,2,FALSE,"European partnership supporting cultural and creative-sector innovation, learning opportunities, and venture support.","Adds an EU creative-industries route for partnerships, skills programmes, and startup acceleration around music and culture.",Public programme source linked; needs opportunity monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,eit_culture_creativity,https://eit-culture-creativity.eu/,Open accelerator or skills-programme calls | Partnership fit for music-learning initiatives | Expected effort and internal owner,2026-06-11,Yousician owner TBD
apple-design-awards,Apple Design Awards,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,App recognition signal,"App design, innovation, accessibility, interaction, and platform recognition",Global,Major platform recognition programme,Annual Apple developer awards,Apple,"Monitor AI, interaction, accessibility, and creative-app benchmarks",3,3,2,FALSE,Apple award programme recognizing outstanding app and game design across global finalists and winners.,"Useful as a high-signal recognition route and benchmark for app craft, accessibility, interaction, and brand credibility.",Public award source linked; needs category-fit review,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,apple_design_awards_2026,https://developer.apple.com/design/awards/,Which annual categories fit Yousician best | Submission calendar and owner | Product-quality gaps against finalist benchmark,2026-06-11,Yousician owner TBD
google-play-best-of,Google Play Best Of,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,App recognition signal,"Android app excellence, editorial awards, growth and category visibility",Global,Major Android platform recognition programme,Annual Google Play editorial awards,Google,"Monitor AI, learning, personal growth, family, and creative-app recognition patterns",3,3,2,FALSE,"Google Play annual awards highlighting apps, games, and books selected by editors as standout products.","Adds an Android-side recognition route and benchmark for app quality, discovery, and platform credibility.",Public award source linked; needs category-fit review,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,google_play_best_2025,https://play.google.com/store/apps/editorial?hl=en_US&id=mc_games_apps_cmp_bestof2025_fcp,Relevant 2026 category once published | Android product story and submission owner | Competitive recognition examples in learning or creativity,2026-06-11,Yousician owner TBD
music-tectonics,Music Tectonics,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music-tech ecosystem signal,"Music technology conference, startup pitch, investor and partnership network",Global / US,Specialist music-tech industry network,"Conference, podcast, events, startup competition","Rock Paper Scissors, Inc.","Monitor music-tech startup themes, AI, rights, creator tools, and investor interest",3,4,3,FALSE,"Music-tech conference and ecosystem platform connecting startups, investors, partners, and industry operators.","Useful for discovering emerging music-tech companies and reading where partnerships, investor attention, and startup energy are moving.",Public conference source linked; needs annual scan,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,music_tectonics_2026,https://www.musictectonics.com/,Pitch competition and startup shortlist | AI/rights/creator-tool themes to track | Partner or investor intros worth pursuing,2026-06-11,Yousician owner TBD
learning-technologies-awards,Learning Technologies Awards,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Learning-tech recognition signal,"Learning technology awards, AI learning categories, and enterprise L&D credibility",Global / UK,Large learning-technology awards programme,Annual awards and event,CloserStill Media / Learning Technologies,"Monitor AI learning categories, adaptive learning, and L&D market expectations",2,3,3,FALSE,"Learning-technology awards programme with categories relevant to AI, digital learning, and learning impact.","Useful benchmark for how broader learning technology evaluates AI, learner outcomes, and trust signals.",Public award source linked; needs relevance review,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,learning_technologies_awards,https://www.learningtechnologies.co.uk/learning-tech-awards,Whether music learning has credible category fit | Which AI-learning criteria are relevant | Use as benchmark only or active submission target,2026-06-11,Yousician owner TBD
sxsw-edu-launch,SXSW EDU Launch,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,EdTech startup signal,"Education startup competition, investor exposure, and learning innovation",Global / US,Visible education innovation event,Startup competition and conference exposure,SXSW EDU,"Monitor emerging education startups, AI learning products, and investor-facing education innovation",2,3,3,FALSE,Startup competition showcasing emerging innovations in teaching and learning.,"Adds an early-stage education-market signal where music learning can benchmark product, traction, and investor narratives.",Public competition source linked; needs annual scan,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,sxsw_edu_launch,https://sxswedu.com/competitions/launch/,Relevant finalist patterns for music learning | Investor-facing EdTech claims to benchmark | Whether to monitor only or pursue presence,2026-06-11,Yousician owner TBD
